nodes,x,y
0,909.8844237527916,448.9722402739616
1,614.005892182309,598.7921023412017
2,637.2206486199464,637.3316099989898
3,761.6656698181873,481.76996770855493
4,665.4118581382182,432.83733654497115
5,440.63999680536523,644.150741406222
6,710.7839356048283,271.3538063551301
7,610.6992485169205,715.6768397143329
8,889.8475384375636,472.183230372162
9,907.6758939965482,130.38861538859973
10,863.1237130523549,113.4266701549015
11,565.8059688645506,584.8503933864331
12,850.7245947089996,450.58773422436207
13,608.32143450919,643.4149361493994
14,902.4446811092423,481.82279690615286
15,643.6217504742734,575.4894611613904
16,800.6963992382018,437.28022329909464
17,862.7968996934435,70.07855453524316
18,829.6482302617466,479.3910363002612
19,701.9663693689336,361.38481394859673
20,779.3807688393524,180.77796928344702
21,847.4941234172549,429.92348225844086
22,731.9026867447018,395.1707834422987
23,666.3457910161034,318.38671739603467
24,852.7006912460956,504.8621828684614
25,826.9583879589019,444.37621131695386
26,921.6145013073303,109.45749459736435
27,435.1092581560633,673.6409748758798
28,726.4846750920234,206.6237460975184
29,487.17779501860804,652.4924789375584
30,588.1953796345824,583.1658268557848
31,678.0260801889508,585.1715840161629
32,856.4150375137165,520.9599001602097
33,841.4744555731003,88.56840013440709
34,866.0520779143337,448.6464129875675
35,583.8256360973213,669.9517800828346
36,651.8964604913898,300.6499458245215
37,826.7510326272189,99.31823473899091
38,420.4306183383893,632.226562487565
39,908.026447299202,88.27163589171676
40,596.9590182779154,609.5580526619433
41,631.5622773969684,289.2699464012626
42,837.3912744149973,453.59304557640917
43,827.9464891344617,520.0006975000283
44,656.3468927230626,484.3440750233022
45,619.6806018454234,676.9536149713188
46,615.7730908384598,557.6152901717612
47,887.7450800448461,75.34083782696919
48,611.1910013833102,302.34189760190145
49,688.1570530605742,344.224220345432
50,617.0295520849666,321.0198882199122
51,413.46912914172935,659.7708873765539
52,621.0351318602975,615.4458849055994
53,871.0207496255144,483.1071017039877
54,662.1969234737392,336.68887835272
55,634.3666395772646,655.9384533553209
56,558.1097457198276,629.1079044949412
57,664.4042639651453,542.1987755681886
58,646.1238338766935,345.06729643630007
59,597.3402945736398,595.4618990539237
60,695.5980289342332,223.3180902429465
61,578.5188844235698,635.3703114334025
62,844.776496879943,72.3756496472933
63,896.6490486297826,102.74017824538033
64,598.4251852087498,561.9651645604948
65,648.931259195134,508.9055975110908
66,876.0643036491441,502.8090450122933
67,639.4756261963125,542.4577934534685
68,877.9931434592023,457.22727716557046
69,585.9997865341948,712.5396331725557
70,671.8426814674859,388.68236888331876
