nodes,x,y
0,1044.7431519029124,1349.2437557407955
120,1073.121213846694,1288.428345147781
99,1147.9902705033955,1104.5282537380785
167,1115.0613854623039,1206.215549462251
168,1105.7539401492681,1199.3170468993414
169,1071.5158611462455,1348.8308748363165
170,1042.1150620257988,1337.205449582498
171,1029.2384738955577,1331.2272263133625
172,1058.3649579533087,1347.9791948053573
96,1205.2618747366812,600.9422077022818
119,1144.7750266081498,882.5984536353175
134,1132.688776237039,884.5227742041761
142,1159.8019380881854,889.074439719337
143,1135.3630695329405,899.9347523172432
121,1047.264759084474,1031.6551921903774
150,1030.3313542175342,1048.853710967995
151,1066.098823544048,1044.3371665088873
152,1058.566999536016,1027.954352713206
155,1050.9032420559631,1043.0117343695954
156,1043.1158207589503,1057.4728903460946
157,1070.6665042364482,1023.6747457740552
139,1254.1102021272172,1256.952398221497
140,1248.610263691066,1216.9915644044615
117,1167.5065339337139,1290.8736392769265
118,1284.2493447968968,1321.6010881930047
122,1186.1355560196353,1158.5893418715368
123,1322.530721599317,1211.736452186869
124,1049.2181822185787,1155.6002367899675
125,1095.3432337547397,1131.6403861151202
126,1179.6553627042622,1197.377149350645
127,1202.007142364043,1045.158402661158
128,1158.560675035394,1061.3760117070801
129,1211.0458390619867,1385.393457017363
130,1189.1547040017683,1390.7029393830892
131,1184.9253351797672,1126.8179847673596
132,1143.7121259099533,1150.9734121077934
133,1204.6721314366732,1087.0685055427061
135,1084.980670418374,1197.320869402433
136,1205.1972940341943,1138.4065181936307
137,931.8669114171817,813.2268024649306
138,1144.638254002822,1202.7832552219754
141,1242.3584423843356,1109.9746153071014
144,1160.7782083432412,1152.8962533647675
145,1119.01798658087,1144.6392619000294
146,1232.457166920031,1069.6034934422714
147,1069.721246853661,1175.51629949567
148,1339.7639487736137,1134.1957502361988
149,1237.5622309152989,1143.3536592606706
153,1103.0916185165447,1093.526601579872
154,1072.6872077092444,1122.673194188989
158,1142.3899694858421,1292.8343166334064
46,1238.0580127550224,100.97935875085194
116,1250.7748223655854,582.0949209765638
56,1122.9843596696364,741.2667573498707
58,1134.0370135732926,736.0805119428621
68,962.9305728005052,964.7415379076101
90,1303.7081819142236,1269.204383990604
91,1293.5807535049887,1282.204001240853
203,1269.8564847649245,1312.8360569183599
204,1292.3846331562038,1304.3595641516374
159,1155.4891710091379,1356.2011178763294
160,1140.192664633598,1355.2952585862545
161,1170.9458756243625,1352.6409097020453
162,1383.983974609591,1464.8597487652753
163,1312.5528241687769,1378.4541514507512
164,1327.692891852129,1368.6431808614343
176,1217.7654383287017,1204.1067574735741
177,1381.1183683386241,1226.6895493919126
178,1371.0485093588081,1248.7802471605894
179,1362.9928527627626,1259.7239228266253
180,1381.041200003923,1241.0923289787745
181,1001.6949176788561,1191.5548319851894
182,994.3063104743309,1176.4598821644336
183,1189.4237389015711,1253.5045211958397
184,1207.06949692885,1248.4105849839482
185,1234.5327269164238,1004.0841406991118
186,1249.046253420283,1018.5990087070113
187,1225.4446121222545,1481.2955189152156
188,1207.6270340980373,1484.6141046597077
189,1219.9258449207832,1447.1152544154224
190,1199.1238708146464,1450.7677107907798
191,1258.642631176182,1077.0123440649465
194,1062.8229161905147,1252.7455257766837
195,1046.4131178442672,1246.0805052639703
196,1249.8793438321197,1172.709153079106
197,909.4398964392366,853.0608177836666
198,793.1052382518175,633.7694046577085
199,820.2436898618245,653.6276773185584
200,832.0672816271094,647.7410722906257
201,1127.109932878513,1257.858428991309
202,1147.329993529722,1259.3951403844308
205,1298.0197519818691,1121.0590723582995
606,1299.5522405252627,1102.1600838825907
208,1283.0373354426422,1042.7777076768693
209,1289.8750474975852,1060.3625917083186
210,1032.3390697714588,1222.6727098336892
211,1020.6361764803066,1211.9816216973556
212,1392.0650420300788,1163.415970129253
213,1397.0934992556522,1123.2298881478948
214,1399.3212944518943,1151.2441574780469
215,1400.8191832379534,1137.8041032796923
216,1292.994105661557,1158.801835068721
217,1285.4424109345314,1176.5375419140494
224,1019.0618697223764,1139.1384595710626
1,1937.3220515137507,281.14998928616234
4,1891.3562687537117,381.14835413778343
5,1955.1221456785443,223.54319326637093
6,1971.1506496755921,230.91702797153252
28,1856.4405007045486,356.02633627855545
8,1880.1469256923099,322.6740384280458
9,2018.6355501185708,328.9290593869357
10,2027.2294118587029,354.5567496970564
11,1586.2051162186883,240.8384671011557
12,1582.463724036461,221.01378433411102
13,1940.8995016396939,472.8445971269674
14,2103.5202137228034,474.3397714436223
15,2092.4926121276894,495.418135079972
16,1441.2321164641307,609.1134603423083
17,2101.1540816327047,372.88636617091095
18,2126.6402223132304,390.1414650538758
19,2060.942160796852,274.6020922906567
20,2048.2919862166227,254.42076450419754
21,1913.8679293006508,453.1836374562233
22,1883.7729052893203,455.9657823688841
23,1909.6501528993979,342.36965631484287
24,1947.5917780752402,325.4291019578142
25,1966.4309598556217,347.83710984403746
26,1981.903666384518,444.5209039302001
29,1967.3508297107155,299.09212376574027
30,1923.005970607123,309.379145728013
31,1894.50895168036,300.7908471670419
32,1863.9800127324902,415.2195408391671
33,1942.8448596550704,440.49304034090727
34,1904.1504245580354,426.07582428329016
35,2114.5230135104875,357.23979550236504
36,1999.6928604202396,397.6245287850614
37,1060.6917474606496,581.849532601386
39,1949.2118776531233,366.1071776000613
40,1959.8651683645899,420.64823411570785
41,1969.6686841974376,393.200126679797
42,1931.4014872095518,396.35018377049846
43,1880.880331133453,268.25054048153675
44,2080.096408019287,312.712317390367
45,2084.710469214471,328.64490199663163
47,1632.3979606045514,207.18653573081855
48,1962.8214493750027,526.347349258775
49,1979.458330676043,517.990983058992
50,2142.2063303919685,527.777890698819
51,2160.456850192801,493.03370759316516
52,2157.9061197438414,506.3885595934299
53,2153.5172440314095,519.1263556690195
54,1283.846822212744,686.6261589067137
55,1491.1126578734315,613.0664445299827
57,1375.722998884081,650.3706937336912
59,2180.4958665612144,380.53635676789384
60,2179.550549511751,355.5109803362476
61,2188.3095086492094,367.5821234940166
62,2187.8982104131933,403.97541450308677
63,2115.340455650111,241.1683567766837
64,2097.539517305865,216.41386767001808
65,2109.5122569756636,226.62343162937503
66,1911.6972688740198,509.53030702926134
72,2006.2030305508472,300.65236221113173
73,2035.4076092075313,471.4384827905416
74,2025.0792434353111,487.33987692267766
75,2013.657405586473,260.64905536370264
76,2001.5532792703705,248.16921864732592
77,1923.7633544783819,246.7813724029539
78,1982.8642852779524,481.52357945235605
79,2172.4664626503554,333.651311949235
80,2059.133391543508,398.06905781423905
81,2057.096927879953,417.03775100369603
82,495.2953105522696,728.2057341738998
85,1108.1323024591738,581.8437830206362
86,263.06689871292235,750.6668408776692
87,2002.624686125551,353.6215507039147
88,2020.582139559599,429.3283928274816
92,1140.6328076503,218.55067005951886
93,1251.469892086447,57.12748121233319
94,1266.7262142071133,141.62156421878723
95,1279.487410932962,138.05720569669708
100,1254.7160584951953,148.01094289957135
101,1368.1162686030964,-56.1742048214851
104,1284.6035924621997,90.36522157908936
105,1278.7362866644582,125.00309361924869
106,1276.0854930322948,73.79150128894365
107,1298.0433014627702,93.55073367509777
108,1239.3982394007387,148.78814854579932
109,1275.2511532986546,58.75905983478628
110,1285.2777481579958,108.43161907887759
111,1265.276220226679,52.18231990026266
112,1293.793985741993,78.95955225332284
113,1292.3705200723,123.55989952269383
114,1287.2940901230984,66.16412959255634
232,1297.9520452711254,108.20206385918182
233,1200.7915286379605,127.13939049817029
234,-46.13385185809506,-303.8269019799702
235,1348.828076007109,40.33224309361926
238,1201.5376899517296,65.0748370951076
239,1251.0497712105582,44.615709721218195
240,1193.4462396633576,75.15326398282234
241,1207.087000626418,52.833225499271144
242,1219.6840721812325,143.1561411790989
243,1190.5230676785673,89.29969212951924
244,1219.4859063924227,57.4618099746556
245,1190.9895804152927,106.2046402604387
246,1224.7995883073609,45.341057613514295
247,1236.7383594490504,48.80946949009739
589,1256.9294955615155,8.898002772144368
591,1284.0251914302034,-20.70682457515128
592,1226.1384759251887,7.6250732852541665
593,1298.5838019201901,28.05289981342889
115,1332.9095475952413,688.739301694058
373,868.1835376105251,554.4774237926277
392,859.9188841043176,537.9405393090642
83,482.26666243889923,780.0036489406974
84,463.74724727316186,771.3013550376434
494,-96.04417876929755,822.313683574951
507,-238.45041868684348,811.8858507636307
102,1418.4372587046214,-87.3023475383185
103,1399.7950300668351,-107.72911578791577
230,1386.528548131792,-113.74839065314598
231,1411.4492252420155,-100.62442730621864
248,178.56889431321326,-51.83798890401423
249,-79.92713945232434,-270.1449661408026
250,-23.640605637411277,-356.1456998283633
253,486.42107351944213,302.1851747332926
254,-97.90140796307212,-383.6258785675365
256,9.69827715667572,-287.1062455760123
257,-64.18238722914553,-397.31993835841195
259,9.33460722708828,-321.0369475911717
260,1.4532042116810866,-272.78425236663026
261,-50.360505940784236,-256.7453101746268
262,12.471792764789269,-302.17816733420295
263,-13.732803971192345,-256.81331614949306
264,-90.35211709769892,-291.1271946382213
265,-22.546295172520885,-343.45722693658496
266,-178.2018232439544,-423.1207148189519
270,-2.24351609724911,-386.7958896653099
272,-30.175667339106788,-249.1118569258216
273,-138.48510711930305,-466.17118838905725
277,2.6057123456977997,-309.25370268962257
278,-217.44814396715165,-347.56089281135917
282,-62.66774826421992,-348.5221354855522
283,-46.89758217989346,-352.97403958474456
284,-89.8846371005005,-320.5838878003796
285,0.05512478454674296,-336.7472183757944
286,-222.43874003724287,-273.3338172130602
290,-120.48055612845873,-498.06577733232774
294,-9.587868231530768,-346.14725496209735
295,-346.2605089040061,345.09301395688806
296,-79.37935309304368,-255.1048804678278
297,-44.4288013080152,-245.12939307959675
298,-97.73483525983333,-279.99251881872675
299,-11.146407722573988,-270.12810942758216
300,-109.55283544093265,-234.91244895633517
302,-92.50586597915343,-268.0039604256667
303,63.19143567828132,-439.2260357198961
307,-61.916545625980824,-246.5135792126891
308,25.445108567390374,-474.0728212260578
312,-129.50281335354862,-349.5215987386776
314,-66.87207317467964,-258.93184734061606
315,23.44397386923559,-366.4208230593522
317,-140.3828106377464,-308.0546531687262
319,-32.694269140669654,-397.403540610876
321,-2.4110803403270413,-288.9413692267805
322,-177.00073289864307,-461.6606361216921
326,-4.754767327646145,-325.25454157399537
327,-192.65138103000933,-224.72434556799146
331,-83.3947511714116,-489.6274149423401
335,-36.46321383650925,-359.3084463375618
336,-226.60632315759375,-382.21619062129395
340,-74.28287676321747,-354.46449384919856
341,-28.20202847180658,-261.36302028381795
342,-99.12859510417006,-306.45943561295735
343,-79.9043777491655,-337.152110687504
344,-239.41619479452677,-315.2936679189062
348,-50.21030286507881,-505.94197383118257
352,38.55743793136976,-342.55956110924694
354,-217.61990741711816,-416.71661301276157
358,-87.81276659379712,-346.90333454501337
359,-104.40104125004437,-294.822087327549
360,-96.50002408798446,-333.5433266670226
361,-134.84953426480587,-271.4369706347914
363,-103.51112449447733,-318.67290345643323
364,-12.74193729966703,-493.823926916736
368,-57.61833029361205,-361.7689116712183
369,56.33692509391986,-190.29582534656785
236,1396.4463942518598,2.1877797290420595
237,1405.7078787309579,18.822037882730182
410,912.8932176952584,538.4118752644778
411,912.7538016188074,567.7247516629775
443,873.1327394206261,492.84544960070605
444,895.5984087083307,506.35570658060766
396,823.6015669530151,786.1683928438729
408,617.514266788854,642.8444375671007
447,815.2423158998071,833.8427109873884
448,791.6927770411075,824.2129614790384
471,574.6265175534407,669.4617015729316
472,605.3259291775994,692.2443954902005
473,587.2889722819264,684.6364980457682
477,-522.401742074267,829.55646533853
493,-322.87673372306375,920.9670936409799
574,-237.02554229402278,858.9400359356397
370,186.95444961898247,-95.9519513678874
375,709.0837449853536,566.7838848072905
379,703.7945180061951,525.3108636701439
371,558.0589654453718,246.26852577890622
372,571.1551532626323,271.92089944752297
374,547.1494019604198,281.30111045615394
