nodes,x,y
21,1290.4387306053054,210.78545406263774
20,1324.1273239155203,249.00650403299534
10,1315.1525338020972,166.81937538386407
16,760.4555093342448,173.19557198223663
0,806.7751747573202,168.84198137466532
1,1333.6364032051242,240.86569047853922
14,1335.787121602312,225.18384712691451
17,1292.0561506222118,153.32873626888954
19,1300.6447056602783,164.0551295577323
24,1308.0118885887796,151.97483699395028
22,1337.7240057411225,199.45598658761256
25,1345.4141260245317,235.70468216297272
28,1342.520691248508,212.03804947056952
27,1326.338749878097,175.07746536162492
30,1335.5302257087956,185.1909952863046
5,1352.7054137578289,221.4934498467594
7,1354.8649775808697,205.91432270446379
9,1334.822200500783,162.57203017427423
15,1352.6579004435073,194.10798911289314
13,1323.3683673539037,155.28027565089897
11,1350.7877397296559,182.48456411875688
18,1343.9503320260885,172.14254671176138
8,940.6723752701445,399.8701017553728
26,1267.5172780940093,169.2710035037512
6,1309.8875564274313,254.0337256930084
12,1280.292394428557,161.12946332972058
31,596.8569063261986,364.1928775868763
3,553.1360685172148,382.5395216347039
67,823.0668561812199,-2.5151018295441494
61,797.022562061401,144.2623026654216
42,911.8188288663696,760.0403447151862
49,715.0450926335179,543.7164559386339
44,713.0709974426604,529.7856346946871
4,258.3068830103869,380.1789108720255
40,566.5306479574677,399.0566923889254
39,-29.93426526779288,264.6083833368902
2,-289.0170854040054,179.887796446152
50,-223.57570024254684,175.56096076748565
35,-250.4622396455844,208.67833888017117
41,-238.30255411644384,222.11555862159796
58,-282.0651441047738,239.26708100722053
51,-249.5521435407137,136.84946149610496
62,717.3260308072472,235.2327431649728
55,-242.93256453220988,179.75586635563795
47,-231.08706959890517,133.19231351595258
57,-216.99669295335752,205.46570028797518
66,-249.48068572341208,256.3523006833034
38,-232.3645616089351,197.05912099430327
36,-268.38677597430825,251.97485436036177
54,-212.72494373931363,141.72499074480018
59,-208.7008280392956,185.16147763576296
53,844.1309397127607,-271.5112636342766
56,584.4130736832622,92.05866850045423
34,91.5863440532479,301.8359479327096
48,162.90247384526984,352.51018587045303
68,90.73250737986271,317.04182912119603
60,80.82080153314435,328.96684046768297
46,675.9451267629369,156.302378364215
32,-268.3383273474509,224.90468867064914
43,-252.31277159659928,237.04762602956424
33,-224.45652281127113,155.39508819249468
45,-221.5981753566799,225.70987736937235
37,699.9211818991098,70.98999479766584
65,-205.42706237074177,162.2587365873786
64,-243.8112286452552,156.0750409229117
52,-232.53578929321708,244.35721353564622
63,693.1716683563548,147.81251726320178
89,-128.6564551424363,273.50051177997574
71,-102.37744146741309,265.2182907328427
70,-105.34200422581745,218.07889520163795
73,-83.86176523188628,203.30003921134002
82,-99.1710548412158,244.01194862363403
79,23.137629908809974,290.84905927365634
72,46.590751024633654,305.7155513028538
90,-89.7862509247617,224.49343039771773
87,-131.08405072450097,242.85095238034242
74,-88.94233979879897,185.5199094652384
83,-117.8417417524849,258.8447957455113
80,-127.42459161600556,223.0778523754682
91,-107.23054534554883,181.51478863953304
81,-115.00094752632991,236.47410794696577
86,-125.21604811710971,206.4242386264029
88,-142.97054315285882,254.4494821555349
77,9.588608249699242,311.5803791116025
85,-110.33949972863097,284.83503510394536
84,-124.76729643690766,295.72708676698323
76,-103.82195867084369,200.29412645224014
92,-150.43158249872283,269.72107621612895
69,-125.08391815382387,189.39066538970616
75,-140.43609095659406,286.2985564383273
78,28.278279615574927,268.08385787697165
96,621.6904757895209,271.0142019900624
93,548.0714020600856,364.34521354963385
98,648.4865194398781,311.6029632804793
101,581.0388467734776,224.91778869846016
95,639.8429432351315,268.02583664564605
99,553.7166133436781,344.61128161776384
94,977.7496991653402,986.839099812415
100,643.880353240621,220.73842644987573
97,716.6266759712665,173.30164927555768
103,666.7985449401504,538.3909534647064
104,902.4448207759822,980.2562093254438
126,966.1551228046885,946.4328321517767
146,996.3483928277595,904.4326026486531
131,909.9912356295653,1021.3113062796184
144,1008.6979645386062,955.7125969363365
137,1047.3598786386553,991.3857602724759
155,961.8070781708836,1028.2495736186233
129,1035.5045987677202,976.9845440933381
107,1031.0598967875155,1002.5916692621756
117,1065.050522258839,958.5957056714783
114,886.1935485145636,993.062468022442
132,910.249216202837,955.9715428278469
115,1023.4282757583547,937.3660818312351
147,1042.8665190491945,941.9593502238699
139,989.4951666121725,941.219444147897
118,1058.7499174672246,931.9197645942631
153,973.0965118571257,923.7428540940208
136,943.9295281446273,950.809701678299
135,924.1547762099831,939.3142864230554
111,988.0046671368387,917.5856370537108
120,956.5060443095008,928.1381685564081
106,1046.4815181187664,961.1868692474189
125,1069.8204184621015,942.2972460242651
110,896.9518046869352,930.1967305155323
122,1059.500442140009,976.0704476972678
128,925.0289847019166,961.2596277051335
116,909.4836216527984,1000.0581904126005
142,1019.2893500202179,984.252260846812
127,874.5663764757976,959.731609053233
113,925.0211404318634,1016.1889690298405
112,1040.6538441608861,923.8691682084045
140,1012.6598250952285,897.2703833611885
124,990.2825669936697,1025.5160829640313
105,1060.9284813018628,915.8973642342733
154,940.2100364280388,928.5413468658385
134,936.7705274753175,977.0601214162115
130,1034.7537857616676,908.1814668924662
119,893.8024022802479,1008.8547407082032
123,919.4443396552375,984.664058022726
148,1027.4592985264267,957.2941686087639
152,1032.4276445345595,892.6638851893388
145,1013.9143229246855,1013.9056605797441
150,1051.2296962954213,901.33690475173
141,896.8318468195079,947.8680203431318
149,916.8718198216245,924.4889559939344
109,1005.3639080234257,929.6121612607784
143,940.7919649992235,1027.2322882842332
133,880.3876254256286,942.5991625522256
108,890.1356663525283,968.4502992530703
151,875.3470681607405,979.1430477419598
121,1018.1948881791891,916.1364738897581
138,937.8924733567429,1003.6523812655479
218,986.3646708466453,380.73700951276425
216,660.5264423446168,15.630305959367536
184,677.6595032360335,10.763566348794292
102,643.3331566001051,-77.28657534663932
178,686.9742337727672,-29.59022676989041
204,620.4254679606589,-130.90080765712847
179,666.1878240179716,53.87726169294574
174,902.2221764085818,809.1208925186431
210,994.8582042268631,757.4230669377513
209,874.8648362074962,826.9568759857963
173,872.1877511472449,797.1331105614687
165,912.0241820981083,828.6988640170243
207,931.9004180838422,829.9172757492917
219,874.7781322949231,716.6025440343541
164,868.794138561432,846.3005637549286
158,893.0059050418031,833.5004609508235
222,884.7506654669456,812.5181859830534
188,854.1399505718343,797.3362480476102
194,858.9624317077133,817.1765631258731
220,837.5850006712935,827.5801153479111
202,888.1616878058549,707.926289499783
161,966.2289828628725,804.3985623878484
175,901.9234337236164,703.0752169879153
189,922.3578552338018,810.3945926817959
227,965.6736658061964,772.2580666302025
181,940.4978298885962,803.5870353755529
190,838.9993423315078,846.4257228412451
168,1021.5424852125699,782.3931099077678
156,978.8870679267517,762.1706723030145
225,948.9092588168875,820.4642821427716
203,1000.3389829144294,792.1201140304464
199,956.1505551264756,790.5993974929929
212,1017.1596580574312,798.5159468134987
224,996.3182365949044,775.3292103148004
193,1011.9434904649054,767.273724897984
166,841.0293705515396,809.7191275259441
172,981.1819288569627,786.5547712352277
157,851.0004335817982,857.781725236672
159,982.5697392558176,808.3776901225393
197,854.5654587061068,835.9245281779074
